6,7,10,20,37,44
12,25,27,32,37,49
3,5,10,25,43,47
1,10,27,35,39,48
5,8,19,30,35,42
3,11,17,21,33,44
5,10,13,14,28,42
12,19,40,42,46,49
3,10,28,29,42,43
4,14,23,31,35,41
1,5,6,31,33,41
6,11,12,19,37,44
6,17,22,27,30,34
3,7,14,17,18,43
25,32,33,36,45,46
10,13,19,25,31,33
22,27,33,37,38,40
9,11,21,39,40,46
3,8,9,26,27,47
5,25,33,35,36,39
2,26,29,36,39,40
13,27,37,40,43,49
4,10,12,13,14,22
11,14,20,24,28,36
1,4,8,26,28,36
6,9,15,23,38,48
4,7,9,10,43,46
7,18,27,31,36,49
8,9,35,38,42,45
11,12,16,26,35,39
7,9,19,23,27,49
7,11,19,25,31,39
5,16,22,25,27,30
4,12,27,44,45,47
15,19,24,36,37,49
4,22,30,41,43,47
4,6,9,12,15,40
5,8,15,20,42,48
7,10,17,28,29,33
4,5,31,33,38,42
5,20,30,32,35,38
15,24,28,33,34,47
5,15,23,30,34,42
3,12,14,22,33,40
3,8,27,38,44,46
2,19,28,33,44,49
19,22,33,36,43,44
12,18,22,24,32,33
11,18,20,23,32,48
9,13,18,29,30,49
10,16,19,30,35,45
17,25,30,32,36,37
8,14,25,40,43,48
3,6,15,16,33,48
6,19,24,26,27,49
14,21,25,39,40,47
1,2,8,9,41,48
3,7,9,21,35,39
6,8,18,33,43,49
12,14,25,30,32,38
5,21,23,28,40,48
1,11,23,26,29,31
18,26,27,29,34,42
22,26,36,43,45,49
14,22,25,27,45,47
14,23,36,40,41,48
25,26,32,39,40,42
13,26,27,38,41,43
3,18,25,29,31,43
2,15,20,24,32,47
2,23,26,30,39,47
30,35,38,41,45,48
2,6,21,34,35,49
1,6,11,17,29,43
12,18,22,33,43,48
4,19,22,27,28,47
14,34,38,43,47,48
14,18,29,33,37,39
10,16,21,24,34,46
3,11,17,19,20,41
6,8,13,15,21,40
11,13,26,34,44,48
1,2,18,25,34,45
7,11,12,37,42,45
4,7,26,41,42,49
1,4,7,44,47,48
15,23,27,38,44,49
7,12,23,26,29,44
8,25,33,35,38,40
3,12,17,36,44,49
7,20,22,23,34,37
3,25,36,39,42,47
2,3,21,24,38,44
4,29,39,41,43,45
7,12,16,24,29,37
10,12,13,17,31,37
3,9,13,35,43,45
2,10,30,36,37,43
3,6,7,17,30,34
8,15,30,31,34,43
19,22,30,35,44,48
3,10,13,22,31,33
7,11,12,20,38,44
1,40,43,44,48,49
6,13,17,23,32,43
4,10,14,21,32,49
14,26,34,35,36,45
1,5,7,41,43,49
1,8,24,27,34,46
15,20,22,25,35,39
9,21,23,31,40,46
2,23,33,35,40,42
2,11,27,29,36,44
21,32,41,42,43,46
4,6,31,42,46,47
14,17,23,30,34,42
1,14,20,22,25,26
5,7,13,15,19,45
4,7,29,30,42,44
7,18,20,21,29,47
18,20,22,30,32,39
10,14,26,28,33,38
2,5,13,30,39,49
19,25,32,47,48,49
12,13,21,26,32,39
1,15,23,30,45,49
12,13,25,30,45,47
4,9,22,24,30,41
4,9,10,19,24,37
14,33,36,39,42,46
19,27,28,34,39,46
7,14,29,37,41,45
2,10,11,28,36,47
2,8,11,12,22,26
20,23,25,30,31,48
7,9,17,22,27,40
7,11,15,21,35,47
5,6,12,13,31,45
17,21,25,27,30,37
6,8,10,19,30,42
6,9,11,33,36,49
7,13,31,43,45,47
8,14,19,28,29,48
5,6,8,19,34,38
4,8,16,23,28,47
2,3,7,24,46,47
1,25,26,27,39,49
9,14,15,18,26,46
9,18,22,29,30,48
5,11,13,17,44,48
1,3,6,22,23,39
9,27,28,31,41,42
4,9,15,25,30,40
5,11,12,16,17,45
9,23,32,35,36,40
5,9,27,35,42,43
7,14,24,37,43,48
15,16,19,28,38,42
1,16,22,32,33,40
1,11,14,35,37,42
4,9,13,29,31,36
1,14,21,30,35,48
7,10,22,24,34,44
4,8,16,19,34,40
2,6,10,17,29,30
2,6,18,36,37,44
9,17,18,21,23,39
1,2,16,22,26,49
5,6,7,18,28,40
7,19,26,38,44,49
7,15,19,23,37,48
3,9,33,44,47,49
9,24,30,40,42,48
1,27,32,33,45,48
10,29,31,32,36,47
9,11,22,39,40,42
2,7,11,21,33,34
8,13,28,32,36,46
3,15,21,22,36,47
3,10,19,33,35,38
6,16,17,22,24,45
1,17,25,29,41,46
5,8,12,24,28,31
4,16,32,34,35,37
4,6,7,9,28,39
6,9,11,14,33,48
14,27,32,39,41,47
4,7,10,33,35,49
25,26,33,40,41,47
8,16,27,38,44,49
9,14,21,23,39,44
11,12,34,39,44,48
18,28,33,37,39,42
7,17,29,33,42,45
6,10,19,29,32,42
18,20,26,27,28,39
6,12,19,20,38,39
4,21,25,37,45,46
20,22,23,26,31,47
7,17,27,30,33,39
4,5,16,19,21,49
5,8,9,18,41,47
3,11,13,18,26,31
2,4,12,16,18,41
24,30,38,43,46,49
4,8,16,20,25,31
6,29,31,34,40,48
6,16,20,21,23,37
10,17,24,31,42,49
19,21,22,38,44,49
3,8,20,22,34,40
5,7,14,29,37,38
2,15,21,37,43,46
8,15,17,40,43,48
11,12,16,33,34,43
3,21,29,35,38,45
6,26,28,35,42,43
2,3,16,27,44,48
8,12,13,19,26,38
12,14,16,19,27,32
4,13,23,24,26,36
14,16,24,26,27,39
8,15,24,31,37,42
6,12,36,39,41,48
15,18,23,31,37,49
2,7,10,14,16,22
4,5,6,12,20,29
9,13,14,20,31,35
17,30,33,40,42,43
2,18,31,38,39,46
23,24,28,33,34,41
2,3,17,22,40,42
1,19,20,32,42,46
14,15,24,31,45,49
4,7,31,38,44,48
17,20,31,40,42,46
9,11,15,31,42,46
2,5,9,12,22,32
5,8,10,18,20,46
4,12,14,20,46,49
5,8,11,27,30,46
4,10,21,22,25,38
10,16,24,37,44,49
16,27,29,34,39,45
1,2,7,11,37,45
4,6,30,36,43,44
15,25,29,35,39,40
1,2,13,29,33,49
5,8,12,20,28,48
12,17,21,25,31,37
4,7,26,28,39,49
2,8,10,31,46,48
4,15,21,23,24,38
13,14,21,30,43,49
13,17,39,46,47,49
6,16,18,29,30,35
22,26,38,39,41,42
1,2,4,38,42,43
6,18,40,43,47,49
1,6,26,34,39,42
5,18,26,34,42,49
4,15,34,40,44,46
1,5,11,19,28,36
4,14,25,35,42,48
1,9,16,34,38,41
6,21,24,38,39,48
1,9,14,20,43,44
15,19,29,35,44,45
9,14,26,28,30,45
2,5,19,23,32,41
3,35,39,42,44,48
11,14,19,35,46,49
23,24,30,31,33,37
8,11,21,32,35,42
13,16,23,29,36,49
8,11,17,30,32,41
14,20,21,30,41,46
1,7,25,31,32,39
11,17,24,28,41,47
11,18,25,27,39,44
4,33,34,38,39,49
8,9,19,34,47,49
3,6,9,12,40,43
9,20,22,24,27,28
17,19,20,32,36,48
3,19,31,32,36,40
3,15,19,24,28,34
2,20,22,25,41,47
1,10,33,35,38,43
7,21,22,28,37,40
2,3,23,33,40,46
13,19,24,30,40,48
8,17,33,41,43,45
13,16,22,43,47,49
6,12,19,25,31,41
7,13,23,40,41,48
10,11,17,34,38,46
3,13,22,32,44,46
16,22,28,30,33,35
3,9,10,12,46,47
15,27,35,37,38,39
12,31,33,39,41,45
3,10,21,25,29,49
3,18,21,24,36,38
4,18,22,27,44,48
3,6,15,23,28,42
12,23,25,26,34,49
3,9,12,13,20,43
6,10,11,19,22,46
2,5,15,34,35,43
2,12,26,32,37,47
18,31,35,39,40,42
7,13,17,33,40,42
4,6,11,17,31,41
3,27,34,41,42,48
11,24,26,35,39,40
4,10,20,24,39,49
4,13,18,21,30,46
3,7,12,21,25,36
2,5,6,13,25,47
3,12,15,18,30,31
2,8,16,24,32,41
1,9,10,11,16,49
1,17,24,26,30,49
5,6,18,22,24,38
1,9,24,27,36,45
7,11,12,36,38,39
10,12,22,32,45,46
4,15,25,27,33,40
14,16,24,28,45,48
6,8,10,13,22,32
9,12,20,25,33,35
3,10,22,25,31,49
2,6,9,13,17,36
5,11,13,18,25,35
4,5,21,35,37,42
11,16,20,22,27,46
6,8,24,25,32,47
1,14,25,37,39,47
11,15,25,33,44,45
12,24,33,36,39,42
2,8,13,18,26,39
4,6,10,11,24,33
19,20,23,42,44,45
12,22,25,43,46,49
11,13,21,33,36,47
11,13,14,16,21,44
8,14,18,23,27,44
4,13,23,28,30,32
13,15,25,31,37,39
2,3,12,20,33,49
14,24,26,28,44,49
6,11,15,18,34,45
8,13,17,22,29,42
6,10,30,32,43,45
4,12,13,15,30,36
1,2,6,13,38,43
7,8,27,37,40,46
5,7,18,22,25,34
2,5,12,15,30,48
2,14,26,29,31,40
9,14,24,28,32,41
9,18,21,24,37,48
7,17,29,31,39,44
8,11,16,25,39,46
16,29,30,32,38,45
1,8,12,20,29,49
8,14,16,39,43,47
4,15,18,30,31,47
1,13,26,38,41,47
2,23,37,40,48,49
5,21,22,25,27,35
7,11,14,27,45,48
3,22,27,33,45,48
11,17,28,31,40,43
2,6,21,23,43,47
7,23,30,41,45,49
1,6,8,14,17,32
4,17,22,44,46,49
4,10,14,29,31,38
5,19,24,38,42,46
10,15,23,34,39,41
1,4,16,37,39,40
15,31,33,35,41,44
2,15,17,32,36,42
9,10,12,16,30,31
4,14,18,24,32,40
3,4,29,34,41,42
3,11,12,41,46,47
2,23,38,41,47,49
3,6,10,26,30,38
10,25,28,36,45,48
15,20,22,34,37,39
19,27,35,37,39,42
5,9,14,37,38,44
1,8,22,28,35,44
7,16,17,23,29,34
12,26,34,39,40,45
8,9,11,16,18,22
11,12,22,23,24,36
7,12,19,23,46,48
3,4,12,23,30,31
2,22,26,28,30,39
2,3,9,15,26,29
16,27,28,29,30,42
3,12,17,18,22,42
6,9,13,18,29,30
15,17,33,35,39,40
3,11,19,24,33,35
4,26,28,32,44,46
8,15,23,32,35,49
7,9,23,30,47,49
9,10,17,29,33,40
5,9,10,11,23,26
2,3,9,34,35,41
1,29,32,33,34,38
9,16,23,26,27,42
8,14,33,34,35,43
2,14,27,31,36,44
3,5,7,9,24,35
4,6,9,13,35,36
7,15,16,19,22,48
5,21,28,29,40,44
3,9,11,24,29,43
5,15,20,22,24,47
1,14,21,24,35,46
11,21,27,38,40,44
6,27,29,38,42,49
17,18,28,29,32,40
9,13,24,25,42,48
20,21,23,24,27,28
1,8,15,18,34,38
3,10,12,30,39,40
1,12,29,35,37,40
1,20,31,38,43,46
6,10,12,15,20,27
18,19,25,30,33,43
2,11,13,27,34,43
15,24,26,27,33,34
1,5,13,20,27,45
14,17,30,37,38,41
5,7,18,27,31,33
4,12,34,35,38,48
3,6,13,23,27,49
10,34,35,39,43,47
4,12,19,21,34,44
10,12,20,37,39,48
9,11,23,27,29,33
2,4,16,28,37,47
10,15,17,26,46,49
3,9,11,23,36,44
2,10,24,31,37,47
7,10,24,39,40,42
3,11,15,33,36,45
9,19,36,37,39,49
1,8,27,32,39,45
5,8,11,15,38,45
3,18,28,37,39,42
1,7,9,33,36,38
3,25,28,29,32,45
24,25,26,38,39,40
4,29,37,39,40,43
1,4,13,15,35,38
4,24,31,33,36,40
3,7,24,25,26,41
9,14,16,38,46,47
2,4,17,19,38,45
5,23,24,29,39,44
18,22,26,42,45,46
6,19,25,32,37,39
6,25,33,37,42,43
3,21,25,32,37,46
6,21,30,32,33,44
6,9,20,21,31,34
9,16,25,29,31,37
2,5,22,25,39,41
1,31,32,33,36,38
13,23,26,27,37,49
2,17,19,28,31,47
3,5,14,19,24,40
11,18,28,32,36,39
8,10,21,23,25,48
6,11,24,30,32,45
5,9,18,23,31,39
13,24,33,35,42,49
11,21,34,42,43,45
7,14,17,39,41,49
1,15,35,42,45,48
10,17,25,32,34,40
1,8,10,13,20,34
6,9,28,31,37,42
13,16,19,31,37,47
1,5,9,27,42,45
9,10,30,37,45,46
12,17,32,41,44,48
2,12,24,31,41,48
2,5,19,20,33,43
4,6,22,31,33,35
6,14,32,35,41,42
3,8,21,23,30,46
1,13,18,36,43,48
8,10,11,14,28,36
3,4,17,24,29,40
10,17,20,21,23,31
9,17,25,26,31,42
1,2,11,31,38,43
14,16,26,39,44,48
10,16,21,22,35,49
4,6,10,28,35,39
5,8,10,29,39,41
9,27,28,33,39,41
2,22,23,31,35,40
8,17,30,32,38,40
3,13,19,20,23,26
2,6,27,28,40,49
1,16,18,32,39,44
9,17,26,32,33,36
9,20,21,27,39,40
16,31,32,46,47,48
10,23,26,30,41,45
18,23,24,36,43,44
3,9,11,17,27,48
9,18,34,37,39,47
2,4,7,27,28,35
12,19,22,26,36,41
2,11,23,28,35,39
18,20,24,30,43,44
18,23,34,44,46,48
18,20,31,33,43,45
23,25,28,41,46,47
3,5,17,32,40,43
2,10,15,28,36,41
14,21,23,32,36,46
26,27,28,43,45,46
17,36,37,40,43,45
5,11,24,32,35,42
11,25,27,32,37,43
6,12,16,19,33,44
5,9,12,31,32,38
24,25,34,38,41,43
12,18,26,35,40,44
1,2,23,39,42,49
19,21,39,44,45,49
4,6,12,31,38,48
1,5,9,20,23,39
1,4,12,13,18,19
9,24,30,32,36,40
3,6,11,17,23,29
3,4,27,30,36,47
2,19,22,25,34,47
8,20,36,43,45,49
5,13,31,36,40,41
3,13,22,23,39,45
2,20,34,35,40,44
1,20,28,33,40,45
2,8,23,25,36,42
5,14,27,29,34,35
15,18,26,32,36,37
26,29,30,42,43,47
4,16,18,43,45,49
20,24,33,34,37,48
6,8,14,16,21,43
4,7,10,14,27,42
2,16,17,18,27,28
3,7,8,16,19,30
1,4,7,11,13,27
2,3,4,19,23,40
3,11,12,20,21,28
3,12,15,17,22,29
5,7,15,37,42,44
16,22,24,30,39,44
3,22,27,31,38,49
8,24,27,31,34,36
3,11,18,23,38,49
7,14,17,42,44,45
18,27,32,35,44,47
1,6,13,23,29,34
6,13,27,28,34,42
23,25,28,33,44,49
16,30,34,37,41,42
5,11,13,18,25,46
3,5,23,28,42,49
6,11,15,32,38,42
14,18,29,38,43,44
8,9,19,28,31,37
8,11,20,33,43,47
6,9,11,21,40,48
2,6,8,23,44,46
3,10,29,31,36,44
2,10,16,19,33,45
1,4,12,23,33,40
5,11,19,23,38,46
6,15,28,29,30,47
3,6,8,10,36,47
1,26,28,32,46,48
11,17,19,40,44,45
1,4,24,26,27,48
15,23,24,34,36,47
1,4,16,37,47,49
2,4,5,19,20,27
2,17,36,39,42,48
2,12,17,25,33,39
5,22,23,24,26,29
14,26,33,45,46,49
1,16,17,19,33,34
4,8,32,34,40,47
34,37,39,41,42,47
5,9,13,17,22,27
18,26,33,35,37,47
6,18,20,25,35,36
8,31,37,43,44,48
23,29,34,36,41,45
3,5,30,31,38,47
1,15,25,26,40,43
15,28,32,43,44,45
8,16,25,27,28,34
24,26,33,35,43,44
1,11,33,37,42,43
10,24,30,33,40,45
14,17,22,24,38,43
13,16,22,25,31,39
4,21,25,27,31,34
5,13,17,31,42,46
2,13,16,24,25,40
8,15,19,26,33,36
5,10,12,17,28,30
3,17,32,35,43,49
7,20,21,27,28,41
16,19,26,27,41,47
8,10,26,34,48,49
4,20,21,35,39,40
2,20,33,40,43,46
4,5,16,17,20,32
9,12,27,29,41,47
19,22,30,33,35,39
21,25,29,32,38,44
10,16,25,26,32,40
9,17,18,23,30,35
5,11,19,29,33,35
18,19,24,26,27,44
6,30,34,38,45,48
14,30,31,36,44,47
2,3,14,29,35,42
3,5,11,16,41,48
2,22,32,33,37,45
13,21,28,37,39,45
12,22,30,31,34,39
15,26,30,35,40,41
5,11,29,31,35,39
3,6,27,29,33,41
6,7,8,17,27,46
11,30,38,45,46,49
4,10,18,41,42,47
20,21,22,24,27,34
4,15,19,44,45,49
14,16,23,24,25,43
11,15,24,33,43,49
6,9,31,33,40,45
9,21,35,38,46,49
7,13,33,37,48,49
13,15,22,25,33,34
2,3,16,26,34,39
4,9,33,34,36,45
4,10,35,36,43,46
13,14,32,35,41,47
11,12,17,19,24,47
7,8,21,24,33,34
9,18,34,41,42,43
4,14,18,24,41,44
14,17,20,43,47,49
5,20,25,30,36,47
2,17,20,42,46,48
33,34,37,40,41,47
2,6,8,9,36,39
16,24,27,28,30,36
5,11,15,26,29,32
6,16,26,32,34,46
1,8,15,21,31,39
6,8,20,29,34,36
1,25,27,41,46,49
4,13,23,29,41,43
9,11,37,40,41,49
7,17,19,29,30,38
2,15,16,18,47,48
10,26,28,34,35,39
6,18,23,26,32,44
2,9,16,21,31,44
10,16,17,21,39,41
12,14,32,44,48,49
7,11,13,14,38,41
6,8,17,21,39,47
1,14,25,33,34,43
4,34,40,41,44,49
3,5,8,9,18,44
5,6,18,36,44,49
6,15,27,32,37,44
1,6,12,29,36,44
2,3,7,17,21,32
17,18,24,29,35,48
17,30,33,34,38,48
8,18,27,28,46,48
6,15,20,36,38,42
4,17,23,24,30,35
7,8,17,30,46,48
2,3,17,23,40,43
2,7,9,18,38,45
7,21,25,32,43,44
3,19,36,40,43,48
9,11,35,37,40,45
9,25,29,32,37,38
3,8,10,35,38,39
16,22,23,36,45,48
5,9,15,30,32,39
5,6,13,21,31,47
10,18,34,35,39,48
26,32,34,35,41,48
1,2,21,24,33,49
7,11,15,18,19,49
4,9,13,15,18,40
6,10,15,32,42,49
1,2,11,30,33,45
4,16,22,34,39,42
4,10,29,32,34,40
18,19,26,39,40,47
1,14,18,24,26,28
2,4,7,27,43,44
5,30,31,33,35,45
3,19,32,40,47,48
2,3,18,30,34,35
11,27,46,47,48,49
6,7,29,32,41,46
5,26,43,46,47,49
4,17,20,26,29,36
4,29,31,36,38,48
5,7,9,10,22,47
23,28,29,37,38,42
2,3,6,41,44,45
11,15,32,33,37,39
10,16,29,34,37,47
15,19,25,36,44,45
4,15,17,26,37,41
9,15,17,29,30,39
6,16,22,26,30,34
13,24,25,26,37,40
7,12,27,34,41,46
13,14,18,32,34,49
20,27,28,34,43,44
4,23,34,38,39,41
5,9,14,28,46,49
11,12,33,37,38,49
14,16,23,24,27,39
2,8,10,23,27,32
6,12,13,28,33,38
10,12,26,27,39,40
1,29,31,32,34,36
4,11,19,22,31,48
13,16,25,26,36,46
13,23,24,25,26,30
1,30,35,47,48,49
10,14,27,31,32,47
16,21,24,29,30,39
3,10,25,28,30,43
1,22,35,39,42,48
7,28,30,34,38,45
1,15,23,32,36,43
8,11,13,17,48,49
7,11,37,38,42,44
9,26,28,30,42,43
8,14,15,17,20,47
2,9,27,33,39,40
7,10,12,15,25,42
9,22,31,34,35,43
5,17,32,39,42,49
2,8,26,30,39,45
10,12,25,28,31,40
7,17,21,22,38,39
4,7,40,41,45,48
7,13,16,31,36,44
1,23,24,31,45,49
9,28,30,33,40,44
2,19,22,30,33,41
7,12,15,35,43,49
7,25,26,27,29,32
13,14,29,41,46,49
7,20,23,28,31,40
2,8,11,28,35,44
1,3,12,23,37,43
14,15,18,26,31,36
1,3,16,20,37,40
10,14,21,25,39,45
6,24,27,31,39,45
3,8,16,22,38,39
2,5,18,40,47,49
9,23,26,33,40,44
12,16,23,25,31,42
20,27,33,41,44,46
1,5,15,22,26,42
7,8,16,22,24,28
10,23,25,34,41,47
8,13,18,21,40,44
1,3,9,23,37,46
18,22,25,35,39,41
4,13,17,26,27,40
2,7,8,10,22,23
1,5,18,21,23,33
5,6,21,41,48,49
1,19,39,40,42,46
3,4,18,24,44,49
2,6,7,15,25,44
7,14,25,33,45,48
16,18,20,25,29,34
9,17,20,27,37,41
5,14,24,26,37,44
12,25,29,34,45,47
3,19,21,37,40,49
6,10,12,30,36,49
3,25,28,30,39,45
10,22,29,39,46,47
1,18,19,24,30,38
3,9,14,19,34,38
5,22,23,30,33,45
12,19,28,29,38,49
13,27,29,42,43,46
11,26,34,38,40,46
5,14,20,40,41,42
8,14,15,22,41,48
7,10,22,29,43,44
13,20,24,27,33,39
8,10,15,21,23,45
6,14,19,22,30,36
1,5,14,18,34,44
10,14,35,36,37,46
21,27,38,42,44,46
3,11,23,28,30,48
12,18,23,31,44,48
4,7,12,28,32,37
15,30,36,39,41,49
17,22,26,27,39,41
8,15,21,26,28,32
14,16,21,22,24,41
14,18,19,35,44,45
5,14,19,23,33,48
10,13,29,31,36,45
6,8,11,39,40,43
1,6,7,8,25,42
3,9,11,29,45,46
1,11,16,18,27,42
15,19,23,29,30,46
14,26,30,32,36,48
4,7,19,21,39,49
9,10,24,37,39,40
1,10,19,36,47,48
7,14,20,30,33,46
7,30,32,36,40,41
5,7,9,17,20,45
14,19,35,36,40,45
10,23,24,25,30,37
14,15,17,29,30,33
17,19,20,21,25,26
4,12,19,22,36,40
2,4,27,34,39,44
14,28,37,38,45,48
5,27,31,32,38,49
3,4,14,31,48,49
29,33,35,36,45,48
9,15,18,33,38,44
6,19,22,23,28,29
4,26,33,41,48,49
4,14,28,34,43,44
3,11,17,39,47,49
6,8,31,37,40,48
7,9,20,21,30,37
10,15,17,21,37,47
5,21,24,25,39,48
3,7,11,12,24,27
5,12,13,35,38,47
5,9,13,16,35,39
6,10,14,24,32,41
2,6,21,29,34,47
9,10,24,43,47,48
2,12,13,14,21,30
9,10,16,18,27,42
8,10,27,34,40,41
6,14,20,23,29,49
7,20,27,39,46,48
3,6,36,44,45,48
2,16,25,30,31,32
2,14,20,23,24,30
6,9,23,31,35,48
3,9,14,38,42,47
12,19,25,36,44,46
6,8,21,23,41,46
1,11,12,27,48,49
4,11,14,27,43,46
3,14,16,19,37,44
8,10,22,24,37,44
8,15,24,40,43,45
5,11,21,32,42,48
11,21,22,41,47,48
3,16,27,33,36,42
3,13,23,27,41,49
12,14,16,18,20,33
8,34,38,42,44,46
9,11,16,17,18,38
1,13,25,39,41,44
7,8,11,12,39,42
11,12,22,27,40,44
12,15,20,31,33,40
9,12,24,25,26,43
4,5,6,20,30,35
3,5,24,31,48,49
10,23,35,39,45,46
5,6,26,30,33,40
3,5,25,33,34,35
11,13,24,32,34,47
10,18,35,38,41,43
8,9,13,17,41,43
2,7,10,15,17,28
3,4,16,20,33,44
6,9,13,35,36,47
8,24,26,28,36,43
8,11,29,34,40,41
7,13,25,31,34,45
15,27,31,40,41,49
16,24,27,39,45,49
3,9,10,16,20,22
12,15,24,36,45,49
6,24,33,38,42,43
1,3,17,19,39,42
22,26,30,40,42,47
12,13,18,39,43,49
10,16,33,38,40,44
3,5,9,13,17,37
3,16,20,26,28,43
14,15,17,26,35,46
12,18,38,39,45,49
15,25,26,33,34,41
3,4,27,29,47,49
5,20,26,40,42,48
1,5,17,19,37,47
4,14,15,17,21,31
6,7,8,13,24,28
1,11,12,13,35,42
7,24,27,31,40,41
18,20,24,30,39,48
2,4,5,17,22,29
11,15,36,37,38,45
5,7,20,24,30,41
10,12,14,25,46,48
16,17,21,27,30,37
5,15,17,19,20,47
4,11,27,34,36,45
5,12,21,26,33,45
12,15,24,26,31,35
3,12,19,21,29,31
10,18,27,37,41,47
10,14,20,22,45,49
20,23,26,29,34,41
10,28,32,36,37,49
5,6,14,18,29,33
1,2,6,29,32,47
4,6,15,23,36,44
3,19,21,30,41,47
5,11,15,23,35,39
12,16,22,35,38,48
15,19,22,25,42,48
9,16,19,31,36,37
6,12,16,18,21,29
10,12,17,28,30,42
1,8,10,14,18,37
13,21,24,29,35,41
2,7,25,35,40,42
12,18,25,28,33,40
4,8,9,10,21,24
16,24,25,30,34,45
9,12,16,22,26,48
4,11,18,28,41,44
19,23,31,36,45,46
22,23,25,27,28,46
4,11,13,24,32,46
7,12,23,27,30,31
2,6,9,18,24,35
4,15,21,30,41,49
9,29,37,38,42,46
27,34,35,36,41,48
12,13,28,33,46,49
8,25,27,36,39,44
3,7,20,24,30,39
15,17,19,22,33,40
17,19,35,37,46,48
19,23,34,35,39,49
3,10,11,24,25,35
4,9,10,13,29,40
